t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL,v4_PERL,Y4_PERL,a5_mpc_base2,v5_mpc_base2,Y5_mpc_base2,a5_mpc_base3,v5_mpc_base3,Y5_mpc_base3,v5_mpc_base2_field,v5_mpc_base2_field_smoothed,a5_mpc_base2_field_smoothed,Y5_mpc_base2_field_smoothed,v5_mpc_base3_field_smoothed,v5_mpc_base4_field_smoothed,a5_mpc_base3_field_smoothed,Y5_mpc_base3_field_smoothed,a5_mpc_base4_field_smoothed,Y5_mpc_base4_field_smoothed,a6_idm,v6_idm,Y6_idm,a6_mpc_base4,v6_mpc_base4,Y6_mpc_base4,a6_mpc_base3,v6_mpc_base3,Y6_mpc_base3,a6_mpc_base2,v6_mpc_base2,Y6_mpc_base2
4.4,1,91.9904,6.7323,0.7756,11,73.2117,5.4762,-0.0426,24,58.6617,5.8586,-0.2736,44,46.9315,5.8997,-0.2815,55,37.5236,6.2247,-0.4505,54,27.7373,5.6321,-0.6914,-0.460992093,-0.259821296,5.928013431,47.47087615,0.039596787,5.728698044,34.83618133,-0.166956527,6.061880649,37.16229073,6,5.822222222,-0.222222222,36.38916,5.837545264,5.755,-0.272167908,37.39673116,-0.25,36.02416,0.489658177,5.848280495,23.66122782,-0.111674256,5.902944139,26.39979941,-0.17479001,6.126102118,27.46318128,-0.118248159,5.981465349,26.6252418
4.5,1,92.6675,6.8083,0.7766,11,73.7592,5.4733,-0.0091,24,59.2462,5.8313,-0.2561,44,47.52,5.8715,-0.2846,55,38.1437,6.1781,-0.5013,54,28.297,5.5628,-0.6904,-0.444779691,-0.252371639,5.902776267,48.06115378,0.037225076,5.732657723,35.4094471,-0.17636939,6.045184997,37.76680923,5.8,5.8,0,36.96916,5.810328473,5.73,-0.218192995,37.97776401,-0.15,36.59716,0.501675994,5.898448095,24.24856425,-0.118649904,5.891079149,26.98950057,-0.179345287,6.10816759,28.07489477,-0.12315392,5.969149957,27.22277257
4.6,1,93.3522,6.8855,0.8001,11,74.3066,5.4747,0.0485,24,59.8281,5.8061,-0.218,44,48.1057,5.8431,-0.2879,55,38.759,6.1271,-0.5352,54,28.8498,5.4932,-0.6976,-0.427254669,-0.257289171,5.87704735,48.64885851,0.035139223,5.736380231,35.98308513,-0.18352709,6.027548058,38.36956404,5.8,5.8,0,37.54916,5.788509173,5.715,-0.164218082,38.55661493,-0.15,37.16866,0.509522835,5.949400378,24.84095668,-0.119394966,5.879139652,27.57801151,-0.18369548,6.089798042,28.68479305,-0.114815807,5.957668376,27.81911348
4.7,1,94.0447,6.9662,0.848,11,74.8543,5.4803,0.1037,24,60.4076,5.7837,-0.1894,44,48.6886,5.8143,-0.2912,55,39.369,6.0738,-0.547,54,29.3957,5.4237,-0.6574,-0.40838393,-0.265642941,5.850483056,49.23390682,0.032697638,5.739894153,36.55707454,-0.18955313,6.009195349,38.97048357,5.8,5.8,0,38.12916,5.772087365,5.7,-0.11024317,39.13382366,-0.15,37.73866,0.516850883,6.001085467,25.43848097,-0.120151619,5.86712449,28.16532472,-0.187851466,6.071012895,29.29283359,-0.107067459,5.94696163,28.41434498
4.8,1,94.7457,7.0524,0.9242,11,75.4028,5.4899,0.157,24,60.985,5.7647,-0.1556,44,49.2686,5.7852,-0.2908,55,39.9737,6.0196,-0.5539,54,29.9347,5.3566,-0.6193,-0.387532017,-0.258561134,5.824626942,49.81636951,0.030126755,5.743163917,37.13139093,-0.194208845,5.990240036,39.56950758,5.8,5.8,0,38.70916,5.761063048,5.685,-0.11024317,39.70992997,-0.15,38.30716,0.523674149,6.053452881,26.04120788,-0.120917042,5.855032786,28.75143258,-0.182180482,6.052794847,29.89902398,-0.09986283,5.936975347,29.00854183
4.9,1,95.4555,7.1449,0.9937,11,75.9525,5.5033,0.1653,24,61.5607,5.7494,-0.1217,44,49.8456,5.756,-0.2906,55,40.5729,5.9644,-0.5625,54,30.4672,5.2947,-0.5582,-0.364414842,-0.252753615,5.799351581,50.39630467,0.026907325,5.746176592,37.70600859,-0.198302135,5.970819151,40.16658949,5.8,5.8,0,39.28916,5.750038731,5.67,-0.112768484,40.28493384,-0.15,38.87416,0.530004565,6.106453338,26.6492032,-0.12168867,5.842863919,29.33632742,-0.176942564,6.03510059,30.50341875,-0.09316006,5.927659341,29.60177357
5,1,96.175,7.2444,1.0658,11,76.5037,5.5204,0.2043,24,62.1351,5.7376,-0.0761,44,50.4198,5.7269,-0.2881,55,41.1665,5.9076,-0.5804,54,30.994,5.2397,-0.4897,-0.338998136,-0.256433427,5.773708238,50.9736755,0.023491024,5.748867325,38.28089532,-0.20123662,5.950988938,40.76168838,5.8,5.8,0,39.86916,5.738761883,5.655,-0.14460347,40.85881003,-0.15,39.43966,0.535851964,6.160038534,27.26252779,-0.122464167,5.830617502,29.92000149,-0.172102934,6.017890297,31.1060683,-0.086921016,5.918967239,30.1941049
5.1,1,96.9048,7.3509,1.1411,11,77.0567,5.541,0.2415,24,62.7084,5.7289,-0.0546,44,50.991,5.6982,-0.2848,55,41.7543,5.8493,-0.594,54,31.5155,5.1912,-0.4609,-0.311617722,-0.245268494,5.749181389,51.54859364,0.019830758,5.751216427,38.85601697,-0.203223089,5.930865275,41.35477491,5.8,5.8,-0.222222222,40.44916,5.724301536,5.64,-0.176438457,41.43124018,-0.15,40.00366,0.54122405,6.214160939,27.88123776,-0.123241413,5.818293361,30.50244703,-0.167629891,6.001127308,31.70701918,-0.0811109,5.910856149,30.78559607
5.2,1,97.6456,7.4648,1.2039,11,77.612,5.565,0.2768,24,63.281,5.7231,-0.0326,44,51.5594,5.6697,-0.2784,55,42.3363,5.79,-0.598,54,32.0324,5.1474,-0.4297,-0.282744175,-0.245258272,5.724655562,52.12105919,0.015944405,5.753199503,39.43133692,-0.204449617,5.910542967,41.94582921,5.8,5.777777778,-0.333333333,41.02693778,5.70665769,5.625,-0.205748129,42.00190595,-0.15,40.56616,0.546126351,6.268773574,28.50538449,-0.124018486,5.805891513,31.08365628,-0.163942841,5.984733024,32.30631219,-0.088525679,5.902003581,31.37623905
5.3,1,98.3981,7.5863,1.2805,11,78.1699,5.5921,0.2981,24,63.8531,5.7202,-0.0108,44,52.125,5.6417,-0.2742,55,42.9123,5.7309,-0.5772,54,32.545,5.1046,-0.4395,-0.252250337,-0.235668018,5.70108876,52.69116807,0.011960447,5.754793944,40.00681631,-0.20463926,5.890098005,42.53483901,5.8,5.744444444,-0.333333333,41.60138222,5.686082877,5.61,-0.205748129,42.57051424,-0.15,41.12716,0.550562138,6.323829788,29.13501466,-0.124793648,5.793412148,31.66362146,-0.165743751,5.968158649,32.90395678,-0.102014364,5.891802145,31.96592934
5.4,1,99.1632,7.7149,1.3508,11,78.7306,5.6222,0.328,24,64.4252,5.7202,0.0184,44,52.6878,5.6142,-0.2681,55,43.4825,5.6728,-0.564,54,33.0532,5.0593,-0.4809,-0.220473861,-0.229963318,5.678092428,53.25897731,0.008200279,5.755989988,40.58241531,-0.20376495,5.869634079,43.12180242,5.8,5.711111111,-0.333333333,42.17249333,5.665508064,5.595,-0.169000406,43.13706505,-0.15,41.68666,0.554532335,6.379283022,29.7701703,-0.125565327,5.780855615,32.24233485,-0.167482288,5.95141042,33.49993523,-0.114800576,5.880322087,32.55453555
5.5,1,99.9414,7.8497,1.4066,11,79.2945,5.6551,0.3565,24,64.9974,5.7236,0.0695,44,53.2479,5.5875,-0.2592,55,44.047,5.6162,-0.5453,54,33.5567,5.0102,-0.4637,-0.187316131,-0.221902192,5.655902209,53.82456753,0.004644865,5.756810016,41.15809631,-0.201942816,5.849257584,43.70672818,5.8,5.677777778,-0.333333333,42.74027111,5.648608024,5.58,-0.132252683,43.70192585,-0.15,42.24466,0.558035384,6.43508656,30.41088878,-0.126332108,5.768222404,32.81978875,-0.169160865,5.934494333,34.09423047,-0.126915862,5.867630501,33.14193318
5.6,1,100.7333,7.989,1.4128,11,79.8617,5.6906,0.3836,24,65.5701,5.7321,0.1485,44,53.8054,5.5617,-0.2452,55,44.6059,5.5618,-0.5223,54,34.0552,4.9601,-0.4488,-0.152943857,-0.210443616,5.634857847,54.38805332,0.001667976,5.757274503,41.73382376,-0.19861532,5.829063302,44.28963451,5.8,5.644444444,-0.333333333,43.30471556,5.635382755,5.565,-0.09550496,44.26546412,-0.15,42.80116,0.561067089,6.491193269,31.05720277,-0.127092721,5.755513132,33.39597553,-0.170781771,5.917416156,34.68682599,-0.138391416,5.85379136,33.72800427
5.7,1,101.5393,8.1308,1.4288,11,80.4327,5.7287,0.3958,24,66.1441,5.7472,0.2381,44,54.3603,5.5372,-0.2327,55,45.1595,5.51,-0.4808,54,34.549,4.9151,-0.3731,-0.116658477,-0.19162333,5.615695514,54.94962287,-0.000852525,5.7574413,42.30956789,-0.193555456,5.80920177,44.87055468,5.8,5.611111111,-0.333333333,43.86582667,5.625832259,5.55,-0.09550496,44.82804735,-0.15,43.35616,0.563620413,6.54755531,31.7091402,-0.127846027,5.742728529,33.97088761,-0.165789327,5.900837224,35.27773866,-0.149257897,5.83886557,34.31263712
5.8,1,102.3596,8.2737,1.4339,11,81.0076,5.7691,0.4176,24,66.7198,5.7677,0.2043,44,54.9129,5.514,-0.2207,55,45.708,5.4614,-0.447,54,35.0387,4.8799,-0.268,-0.078055956,-0.181615099,5.597534004,55.50937627,-0.002697838,5.757356048,42.8853035,-0.186359098,5.789846225,45.4495393,5.8,5.577777778,-0.333333333,44.42360444,5.616281763,5.535,-0.09550496,45.38967553,-0.15,43.90966,0.565685233,6.604123834,32.36672415,-0.128591009,5.729869429,34.54451751,-0.161154383,5.884721785,35.86701661,-0.159545287,5.822911041,34.89572595
5.9,1,103.1941,8.4168,1.4356,11,81.5866,5.8112,0.4298,24,67.2977,5.7893,0.1898,44,55.4632,5.4919,-0.2101,55,46.252,5.4167,-0.4064,54,35.5255,4.8548,-0.2106,-0.037792283,-0.160684928,5.581465511,56.06752282,-0.003995424,5.757086264,43.46101212,-0.176754646,5.771210315,46.02666034,5.8,5.544444444,-0.333333333,44.97804889,5.606731267,5.52,-0.09550496,45.95034865,-0.15,44.46166,0.567248042,6.660848638,33.02997278,-0.129326762,5.716936752,35.11685782,-0.156849447,5.869036841,36.45470454,-0.169282763,5.805982765,35.47717064
6,1,104.0429,8.5601,1.432,11,82.1699,5.8538,0.4276,24,67.8775,5.8076,0.1438,44,56.0113,5.4709,-0.0984,55,46.7916,5.3764,-0.3634,54,36.0099,4.8349,-0.1899,0.002466927,-0.147988632,5.566666648,56.62418948,-0.003374531,5.756686722,44.0366808,-0.163239561,5.75353485,46.60201382,5.6,5.511111111,-0.111111111,45.52916,5.597180771,5.505,-0.09550496,46.51006673,-0.05,45.01216,0.568291581,6.717677796,33.6988991,-0.130052486,5.703931504,35.68790123,-0.152849372,5.853751903,37.04084398,-0.178498608,5.788132904,36.05687642
6.1,1,104.9061,8.7034,1.4315,11,82.7573,5.8958,0.4198,24,68.459,5.8212,0.1038,44,56.5592,5.4873,-0.0931,55,47.3274,5.3403,-0.3474,54,36.4924,4.815,-0.2123,0.040654101,-0.013081316,5.565358517,57.18072534,-0.004011217,5.756349269,44.61231572,-0.151130091,5.737210894,47.17573491,5.5,5.5,0,46.07916,5.587630275,5.5,-0.09550496,47.06882976,0,45.56216,0.564493208,6.774127117,34.37348934,-0.124844795,5.691447024,36.25767016,-0.149131121,5.838838791,37.62547352,-0.173846624,5.770748242,36.63482048
6.2,1,105.7836,8.8466,1.4298,11,83.349,5.9369,0.4139,24,69.0416,5.8318,0.1002,44,57.107,5.4685,-0.0867,55,47.8598,5.3074,-0.3219,54,36.9728,4.7929,-0.232,0.040395591,-0.101914272,5.555167089,57.73624204,-0.003822518,5.755948147,45.18791054,-0.137781083,5.722097885,47.7479447,5.5,5.5,0,46.62916,5.578079779,5.5,-0.114290218,47.62663774,0,46.11216,0.557809089,6.829908026,35.0536911,-0.117040064,5.679743018,36.82622966,-0.145673574,5.824271434,38.20862903,-0.162881687,5.754460073,37.2110809
6.3,1,106.6754,8.9896,1.4268,11,83.9447,5.9782,0.4216,24,69.6253,5.8417,0.1031,44,57.653,5.451,-0.0792,55,48.389,5.2759,-0.319,54,37.451,4.7703,-0.211,0.073306485,-0.024997763,5.552667313,58.29150878,-0.004214782,5.755565895,45.76346713,-0.126059289,5.708319777,48.31877668,5.5,5.5,0,47.17916,5.566650758,5.5,-0.133075476,48.18330281,0,46.66216,0.550313638,6.884939389,35.73943347,-0.10975414,5.668767604,37.39365519,-0.14245734,5.8100257,38.79034388,-0.152675854,5.739192488,37.78576352
6.4,1,107.5815,9.1321,1.3978,11,84.5447,6.0207,0.4402,24,70.21,5.8521,0.1088,44,58.1973,5.4351,-0.1582,55,48.9149,5.2433,-0.3439,54,37.927,4.7496,-0.1834,0.104928121,-0.024909064,5.550176407,58.84652642,-0.00631815,5.755144417,46.33898157,-0.118210187,5.695713848,48.88834806,5.5,5.5,0,47.72916,5.55334321,5.5,-0.14933542,48.73863713,0,47.21216,0.541935101,6.939132899,36.43063709,-0.102948328,5.658472771,37.96001721,-0.1394646,5.79607924,39.37064913,-0.143168059,5.724875682,38.35896693
6.5,1,108.5018,9.2737,1.3846,11,85.149,6.0653,0.4726,24,70.7958,5.8629,0.1133,44,58.7401,5.4205,-0.1483,55,49.4375,5.2071,-0.404,54,38.4011,4.7318,-0.1539,0.135450033,-0.110233337,5.539153073,59.40044172,-0.009768992,5.754512602,46.91443283,-0.113639126,5.683892829,49.45673734,5.5,5.5,0,48.27916,5.538409668,5.5,-0.117500434,49.2924781,-0.12160067,47.76216,0.532591474,6.992392047,37.12721333,-0.096587333,5.648814038,38.52538155,-0.140008275,5.782078412,39.94955701,-0.13430316,5.711445366,38.93078299
6.6,1,109.4361,9.4131,1.3543,11,85.7579,6.1124,0.5006,24,71.3826,5.8744,0.0949,44,59.2814,5.4061,-0.1538,55,49.9561,5.1652,-0.4687,54,38.8735,4.7164,-0.138,0.165103028,-0.041716024,5.534981471,59.95393987,-0.013205285,5.753535703,47.4897864,-0.110388631,5.672528917,50.02399024,5.5,5.5,0,48.82916,5.526659625,5.487839933,-0.085665447,49.84514406,-0.12160067,48.31094399,0.528092764,7.045201323,37.829093,-0.097759446,5.639038093,39.08977415,-0.140540545,5.768024358,40.52706215,-0.126031253,5.698842241,39.50129737
6.7,1,110.3842,9.548,1.2969,11,86.3716,6.1626,0.5359,24,71.9707,5.8866,0.1016,44,59.8212,5.3901,-0.1797,55,50.4702,5.1175,-0.5276,54,39.3444,4.7017,-0.1497,0.194986829,-0.090580866,5.525923384,60.50653221,-0.018395682,5.752215174,48.06500792,-0.11135882,5.661490053,50.59013924,5.5,5.5,0,49.37916,5.51809308,5.475679866,-0.056355775,50.39695337,-0.12160067,48.85851198,0.522689199,7.097470243,38.53622658,-0.098881992,5.629149894,39.65318355,-0.140612776,5.75396308,41.10316152,-0.118307069,5.687011534,40.07059005
6.8,1,111.3454,9.6755,1.1734,11,86.9906,6.2164,0.5759,24,72.5599,5.8987,0.0928,44,60.3593,5.3711,-0.2081,55,50.9793,5.0652,-0.5634,54,39.8138,4.6859,-0.1666,0.226737168,-0.11487174,5.51443621,61.05797583,-0.024062818,5.750375606,48.64004548,-0.11413014,5.650354172,51.15517466,5.5,5.5,0,49.92916,5.512457502,5.463519799,-0.056355775,50.94819912,-0.12160067,49.40486396,0.516294736,7.149099717,39.24855508,-0.099957171,5.619154177,40.21559876,-0.135497421,5.740413338,41.67788035,-0.111089458,5.675902588,40.63873576
6.9,1,112.3188,9.7931,1.0686,11,87.6151,6.2738,0.5913,24,73.1502,5.9074,0.0464,44,60.8953,5.3489,-0.2375,55,51.4831,5.0107,-0.5491,54,40.2815,4.6685,-0.1804,0.261134391,-0.132446468,5.501191563,61.60809499,-0.029255576,5.747969324,49.21484241,-0.116984658,5.638941158,51.71906877,5.5,5.5,0,50.47916,5.506821925,5.451359732,-0.056355775,51.49888131,-0.12160067,49.94999993,0.508808699,7.199980587,39.96600909,-0.10098708,5.609055469,40.77700924,-0.130718155,5.727341523,42.25126809,-0.104340942,5.665468494,41.20580431
7,1,113.3034,9.8995,0.9608,11,88.2455,6.3341,0.6129,24,73.741,5.9079,-0.0566,44,61.4289,5.3248,-0.2453,55,51.9815,4.9558,-0.547,54,40.7474,4.6507,-0.1775,0.297010655,-0.176157087,5.483575855,62.15645257,-0.034705002,5.745043767,49.78934679,-0.120732859,5.627242692,52.28179304,5.5,5.5,0,51.02916,5.501186347,5.439199665,-0.056355775,52.04899995,-0.12160067,50.4939199,0.50011307,7.249991894,40.68850772,-0.101973711,5.598858098,41.33740492,-0.126250598,5.714716463,42.82337099,-0.098027319,5.655665762,41.77186103
7.1,1,114.2982,9.9954,0.8663,11,88.882,6.3957,0.6167,24,74.3313,5.8975,-0.1932,44,61.9602,5.3009,-0.2323,55,52.4743,4.9011,-0.5461,54,41.2117,4.6343,0.0114,0.331298975,-0.142524064,5.469323448,62.70338492,-0.039298885,5.741573266,50.36350411,-0.122972806,5.615169406,52.84330998,5.5,5.5,0,51.57916,5.49555077,5.427039598,-0.056355775,52.59855502,-0.12160067,51.03662386,0.490069156,7.298998809,41.41595725,-0.102918964,5.588566201,41.89677613,-0.122072382,5.702509225,43.39423227,-0.092117319,5.64645403,42.33696702
7.2,1,115.3021,10.0824,0.8024,11,89.5246,6.4568,0.6046,24,74.92,5.8767,-0.3016,44,62.4892,5.2788,-0.1889,55,52.9617,4.8463,-0.5484,54,41.6745,4.6218,0.0074,0.361100979,-0.162375391,5.453085909,63.24869351,-0.042392303,5.737643378,50.93726845,-0.122437464,5.602872125,53.4035972,5.5,5.5,0,52.12916,5.489915193,5.414879531,-0.056355775,53.14754654,-0.12160067,51.57811181,0.478513472,7.346850156,42.1482497,-0.103824646,5.578183737,42.45511363,-0.118162954,5.690692929,43.96389238,-0.086582309,5.637795799,42.90117951
7.3,1,116.3143,10.1627,0.7459,11,90.1733,6.5164,0.5792,24,75.5062,5.8483,-0.3779,44,63.0161,5.259,-0.1675,55,53.4436,4.7916,-0.5114,54,42.1364,4.6159,0.0015,0.385280382,-0.122912586,5.440794651,63.79277297,-0.044308234,5.733404147,51.51060886,-0.119065934,5.590628379,53.96266003,5.5,5.5,0,52.67916,5.484279615,5.402719464,-0.056355775,53.69597451,-0.12160067,52.11838376,0.465252631,7.393375419,42.88526098,-0.10469248,5.567714489,43.01240854,-0.11450341,5.679242588,44.53238916,-0.081396021,5.629656197,43.46455211
7.4,1,117.3343,10.2374,0.6947,11,90.8278,6.574,0.5613,24,76.0894,5.815,-0.3311,44,63.5411,5.2417,-0.143,55,53.9201,4.7387,-0.4849,54,42.5985,4.626,-0.005,0.404438597,-0.108701974,5.429924453,64.33576542,-0.044700616,5.728973324,52.0835062,-0.112242994,5.578721785,54.52053221,5.5,5.5,0,53.22916,5.478644038,5.390559397,-0.056355775,54.24383891,-0.12160067,52.6574397,0.450056963,7.438381116,43.62684881,-0.105524105,5.557162078,43.56865237,-0.111076341,5.668134954,45.09975803,-0.076534323,5.622002764,44.02713506
7.5,1,118.3615,10.3068,0.6429,11,91.488,6.6301,0.5474,24,76.6692,5.7806,-0.3222,44,64.0646,5.2277,-0.1094,55,54.3915,4.6899,-0.4319,54,43.0616,4.6358,0.132,0.41940316,-0.096933156,5.420231137,64.87778853,-0.044146439,5.724503263,52.65595652,-0.102721989,5.567497486,55.07728196,5.5,5.5,0,53.77916,5.47300846,5.37839933,-0.056355775,54.79113976,-0.12160067,53.19527963,0.432652499,7.481646366,44.37285018,-0.106321082,5.54652997,44.12383697,-0.107865696,5.657348385,45.6660322,-0.071975011,5.614805263,44.58897546
7.6,1,119.3954,10.371,0.4576,11,92.1537,6.6849,0.536,24,77.2456,5.7485,-0.2865,44,64.5869,5.2179,-0.0373,55,54.8584,4.6477,-0.3624,54,43.5258,4.6498,0.1522,0.430819091,-0.047139585,5.415517179,65.41934025,-0.041889228,5.720088619,53.22796539,-0.089557472,5.557225287,55.63300449,5.5,5.5,-0.270223711,54.32916,5.467372883,5.366239263,-0.056355775,55.33787704,-0.12160067,53.73190356,0.412710831,7.522917449,45.12307837,-0.1070849,5.53582148,44.67795454,-0.104856662,5.646862718,46.23124275,-0.067697626,5.608035501,45.1501175
7.7,1,120.4355,10.431,0.4315,11,92.8249,6.7387,0.5559,24,77.8191,5.7203,-0.2479,44,65.1084,5.213,-0.0128,55,55.3214,4.6126,-0.2391,54,43.9915,4.664,0.1348,0.439168985,0.023719549,5.417889134,65.96112916,-0.040003068,5.715899696,53.79955536,-0.0763415,5.54826954,56.18783144,5.5,5.472977629,-0.270223711,54.87645776,5.461737305,5.354079196,-0.037570517,55.88405077,-0.12160067,54.26731148,0.389836225,7.561901071,45.8773193,-0.107816976,5.525039782,45.23099761,-0.102035554,5.636659163,46.79541885,-0.079374011,5.6000981,45.71052418
7.8,1,121.4787,10.4319,0.4181,11,93.5015,6.7928,0.5657,24,78.3899,5.6962,-0.1372,44,65.6297,5.2121,0.0042,55,55.7812,4.5832,-0.2051,54,44.4586,4.6766,0.1191,0.444526971,0.012032777,5.419092412,66.5030384,-0.03781644,5.711899389,54.37074529,-0.062846914,5.54063539,56.74189498,5.5,5.445955258,-0.270223711,55.42105329,5.457980254,5.341919129,-0.021131941,56.4298488,-0.12160067,54.80150339,0.363549108,7.598255982,46.63532715,-0.108518661,5.514187916,45.78295899,-0.099389717,5.626720191,47.35858782,-0.090428193,5.59105528,46.27008185
7.9,1,122.5246,10.4877,0.4138,11,94.1836,6.8491,0.6034,24,78.9586,5.6773,-0.1,44,66.151,5.2134,0.0082,55,56.2382,4.557,-0.1902,54,44.9269,4.6896,0.1531,0.447605721,0.043003887,5.4233928,67.04537768,-0.035955931,5.708117745,54.94155707,-0.050313912,5.534350698,57.29533005,5.5,5.418932887,-0.270223711,55.96294658,5.455867059,5.329759062,-0.007641772,56.97543551,-0.12160067,55.3344793,0.333264789,7.631582461,47.39681907,-0.109191242,5.503268792,46.33383183,-0.096907438,5.617029448,47.9207753,-0.100887973,5.580966483,46.82868293
8,1,123.5762,10.5431,0.5171,11,94.8716,6.9103,0.6663,24,79.5257,5.6655,-0.0474,44,66.6724,5.2142,0,55,56.6927,4.5324,-0.1816,54,45.3967,4.7075,0.2297,0.450260653,0.044051051,5.427797905,67.58815747,-0.035213285,5.704522152,55.51200928,-0.041464264,5.529319307,57.84826198,5.5,5.391910516,-0.270223711,56.50213763,5.455102882,5.317598995,-0.016463731,57.52094579,-0.12160067,55.8662392,0.298265843,7.661409045,48.16146865,-0.109835948,5.492285197,46.88360953,-0.091282477,5.6079012,48.48202183,-0.110780809,5.569888402,47.38622568
8.1,1,124.6332,10.5975,0.5017,11,95.566,6.9779,0.732,24,80.0921,5.6627,0.0125,44,67.1937,5.2126,-0.0403,55,57.1458,4.531,-0.2285,54,45.8687,4.7329,0.3132,0.455276895,0.035929799,5.431390885,68.13129656,-0.036195776,5.701000823,56.08210937,-0.037497072,5.525172881,58.40077927,5.5,5.364888144,-0.270223711,57.03862644,5.453456509,5.305438928,-0.026979444,58.06629144,-0.12160067,56.39678309,0.257666044,7.68717565,48.92889788,-0.11045395,5.481239802,47.43228578,-0.086413571,5.599259843,49.04237988,-0.120133678,5.557875034,47.94261385
8.2,1,125.6955,10.6487,0.458,11,96.2674,7.0519,0.7943,24,80.6587,5.669,0.1218,44,67.7147,5.2079,-0.0859,55,57.5979,4.51,-0.2043,54,46.3436,4.7636,0.3433,0.464920924,0.002897352,5.431680621,68.67446463,-0.037885407,5.697381246,56.65184749,-0.036751986,5.521423174,58.95292159,5.5,5.337865773,-0.270223711,57.57241302,5.450758565,5.293278861,-0.038929833,58.6113673,-0.12160067,56.92611097,0.210362967,7.708211946,49.69866726,-0.111046363,5.470135166,47.97985453,-0.082356338,5.591024209,49.60189409,-0.128972953,5.544977739,48.49775649
8.3,1,126.7626,10.6935,0.3811,11,96.9766,7.1315,0.8479,24,81.2263,5.6831,0.1984,44,68.2351,5.1997,-0.1282,55,58.0479,4.4904,-0.2002,54,46.8214,4.7935,0.2486,0.479876378,-0.042259485,5.427454672,69.21721009,-0.04043599,5.693592705,57.22120676,-0.039397295,5.517747975,59.50469639,5.5,5.310843402,-0.270223711,58.10349736,5.446865582,5.281118794,-0.051884022,59.15605386,-0.150805107,57.45422285,0.154975367,7.723709483,50.47026333,-0.111614253,5.458973741,48.52630997,-0.079159832,5.583108226,50.16060071,-0.137324312,5.531245308,49.05156764
8.4,1,127.8338,10.7289,0.2333,11,97.694,7.216,0.8961,24,81.7956,5.7031,0.2588,44,68.7545,5.1887,-0.1255,55,58.4959,4.4695,-0.2294,54,47.302,4.8177,0.1825,0.500075932,-0.071464539,5.420308218,69.75924091,-0.04259179,5.689549106,57.79016167,-0.04313857,5.513808245,60.05607721,5.5,5.283821031,-0.270223711,58.63187946,5.441677179,5.266038283,-0.065301912,59.70022158,-0.180009544,57.98082668,0.09255478,7.732964961,51.24309706,-0.113892173,5.447584523,49.07163788,-0.076859843,5.575422241,50.71852723,-0.145212655,5.516724042,49.60396611
8.5,1,128.9079,10.7534,0.1473,11,98.42,7.3049,0.915,24,82.3672,5.7283,0.3147,44,69.2727,5.1756,-0.1421,55,58.9416,4.4447,-0.2812,54,47.7846,4.8354,0.1341,0.524400885,-0.047646582,5.41554356,70.30079527,-0.045197554,5.685289927,58.35869066,-0.048500565,5.509494388,60.60702665,5.25679866,5.25679866,0,59.15755933,5.435146988,5.248037329,-0.078734497,60.24373628,-0.087613311,58.50563042,0.021492135,7.735114175,52.01650101,-0.117783436,5.43580618,49.61580742,-0.075461335,5.567876108,51.27569215,-0.152662054,5.501457837,50.1548752
8.6,1,129.9839,10.7678,0.0766,11,99.1551,7.3971,0.9427,24,82.9415,5.7584,0.3404,44,69.7896,5.1613,-0.1497,55,59.3846,4.4145,-0.3393,54,48.2689,4.8491,0.1122,0.552065676,-0.106327355,5.404910825,70.84128635,-0.046776934,5.680770172,58.92676768,-0.052472933,5.504644332,61.15749108,5.25679866,5.25679866,0,59.6832392,5.427273538,5.239275998,-0.091864833,60.78646363,-0.116817748,59.02955802,-0.073407423,7.727773432,52.78964539,-0.115957983,5.424210382,50.15880825,-0.074936125,5.560382496,51.83210508,-0.143449485,5.487112888,50.70430374
8.7,1,131.0611,10.7748,0.0329,11,99.8996,7.4914,0.9588,24,83.5191,5.7938,0.3984,44,70.305,5.1466,-0.1522,55,59.8243,4.3795,-0.3805,54,48.7544,4.8613,0.09,0.582226048,-0.078226745,5.39708815,71.38099517,-0.047894861,5.676092478,59.49437693,-0.055142483,5.499397039,61.70743079,5.25679866,5.25679866,0,60.20891906,5.418087055,5.227594223,-0.104585433,61.32827234,-0.146022185,59.55231744,-0.183993761,7.709374056,53.56150277,-0.115988411,5.41261154,50.70064934,-0.075228393,5.552859656,52.38776719,-0.134838411,5.473629047,51.25234084
8.8,1,132.1387,10.7779,0.015,11,100.6535,7.587,0.9668,24,84.1006,5.835,0.4589,44,70.8189,5.1318,-0.149,55,60.2604,4.3423,-0.3852,54,49.2411,4.8726,0.0834,0.614406088,-0.09244144,5.387844006,71.91977957,-0.048685209,5.671302992,60.06150723,-0.056094569,5.49388279,62.25681907,5.25679866,5.25679866,0,60.73459893,5.407628512,5.212992005,-0.116926393,61.86903519,-0.146022185,60.07361664,-0.314223345,7.677951722,54.33086906,-0.11776461,5.400835079,51.24132167,-0.076272546,5.545232402,52.94267179,-0.126783482,5.460950699,51.79906982
