t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL,v4_PERL,Y4_PERL,a5_mpc_base2,v5_mpc_base2,Y5_mpc_base2,a5_mpc_base3,v5_mpc_base3,Y5_mpc_base3,v5_mpc_base2_field,v5_mpc_base3_field,v5_mpc_base2_field_smoothed,v5_mpc_base3_field_smoothed,a5_mpc_base2_field_smoothed,Y5_mpc_base2_field_smoothed,a5_mpc_base3_field_smoothed,Y5_mpc_base3_field_smoothed,v5_mpc_base4_field_smoothed,a5_mpc_base4_field_smoothed,Y5_mpc_base4_field_smoothed,a6_mpc_base4,v6_mpc_base4,Y6_mpc_base4,a6_mpc_base3,v6_mpc_base3,Y6_mpc_base3,a6_mpc_base2,v6_mpc_base2,Y6_mpc_base2
3.6,903.0,88.1727,3.3003,-1.323,907.0,73.1465,4.5152,-0.6037,914.0,62.3276,4.5229,-0.2737,926.0,54.3684,5.5299,-0.2037,920.0,46.801782,6.17054,-1.2,939.0,26.5638,7.0984,-0.4995,-3.48216493307038,-0.376841068267822,5.36278434547424,54.8323680343857,-0.181767288819296,5.35512168203691,43.7653929460814,-0.15195635152674,5.46213494119661,43.7604671694726,5.2195164,5.5,5.323986035,5.43198284059831,-0.3577216500000002,44.49582273710496,-0.1460990757633951,44.562496329236325,5.25959265818813,-0.33438914501470407,44.32331391758103,-0.2220998673505544,5.542403116753391,22.821383955725253,-0.1870368033814238,5.583291971319696,22.91097846311904,-0.2154744193607434,5.575920581269236,22.87825592303616
3.7,903.0,88.4962,3.1699,-1.2888,907.0,73.595,4.4544,-0.6035,914.0,62.7784,4.4943,-0.2997,926.0,54.9202,5.5067,-0.2595,920.0,47.418836,6.05054,-1.3,939.0,27.2708,7.0412,-0.6368,-3.59793324063163,-0.426434755325317,5.32014086994171,55.3643821213799,-0.205602817762196,5.33694495315498,44.2990874413969,-0.18825390879697,5.44693930604393,44.305161100077,5.2195164,5.5,5.28821387,5.41737293302197,-0.3577216500000002,45.02464412410496,-0.1642478543984982,45.10423362253852,5.22615374368666,-0.35245057381540157,44.8459292919497,-0.2174068955011457,5.520662427203277,23.374537232923085,-0.1784534118633612,5.565446630133359,23.46841539319169,-0.2115385912779378,5.5547667221414425,23.43479028820669
3.8,903.0,88.8068,3.0432,-1.2511,907.0,74.0374,4.3933,-0.6078,914.0,63.2263,4.4626,-0.3379,926.0,55.4695,5.4782,-0.3074,920.0,48.02389,5.92054,-1.4,939.0,27.9713,6.9694,-0.7907,-3.70329148233668,-0.477340459823608,5.27240682395935,55.8916228037758,-0.228499611672815,5.31638467137876,44.8307259085347,-0.223119430800505,5.42811391516424,44.8479724915934,5.2195164,5.5,5.252441705,5.40094814758212,-0.3577216500000002,45.549888294604955,-0.29042054040020027,45.644328437296736,5.19090868630512,-0.36950258667849845,45.36502016058021,-0.2137175499441921,5.499290672208858,23.925534887893694,-0.1709899839759349,5.548347631735766,24.02410510628515,-0.2080967399820365,5.533957048143239,23.989226476720923
3.9,903.0,89.105,2.9199,-1.2193,907.0,74.4736,4.3315,-0.6172,914.0,63.6708,4.4276,-0.3653,926.0,56.0157,5.4458,-0.3382,920.0,48.615944,5.78054,-1.4783,939.0,28.6639,6.8831,-0.9248,-3.80095075215144,-0.516488313674927,5.22075799259186,56.413698603035,-0.250283175408903,5.29353471021148,45.3600793795559,-0.255756673287365,5.40580197208419,45.3885526888018,5.2195164,5.2195164,5.21666954,5.3719060935421,-0.3577216500000002,46.07155524860496,-0.3067391616437032,46.18151904665094,5.15395842763727,-0.38574662209289734,45.88041600334394,-0.2109505234613904,5.478195619862719,24.47440920249728,-0.1674087745298979,5.531606754282776,24.578102825586075,-0.2051140014642973,5.513445647996809,24.541596611527925
4.0,903.0,89.3914,2.8091,-1.1853,907.0,74.9036,4.2681,-0.64,914.0,64.1117,4.3907,-0.3752,926.0,56.5586,5.4117,-0.3415,920.0,49.193998,5.63271,-1.3393,939.0,29.3474,6.7862,-1.0009,-3.8946949814729,-0.536922693252564,5.1670657232666,56.9304051753616,-0.270880557930247,5.26850639267059,45.886930018823,-0.285717447776833,5.38022630475545,45.9265753192774,5.2195164,5.2195164,5.180897375,5.34123217737773,-0.3577216500000002,46.58964498610496,-0.3217195488883995,46.71564226438871,5.11538376542798,-0.4013181612051042,46.391954379886734,-0.2090354624398451,5.457292073618734,25.021183587171347,-0.164682723300948,5.515138481952681,25.130440087397847,-0.2025581112319721,5.493189836873611,25.09192838577145
4.1,903.0,89.6665,2.6923,-1.1466,907.0,75.327,4.2008,-0.6942,914.0,64.5489,4.3539,-0.3633,926.0,57.0981,5.3782,-0.3261,920.0,49.757269,5.49878,-1.1623,939.0,30.0209,6.6848,-1.0145,-3.98929079779249,-0.536703109741211,5.11339541229248,57.4417447165909,-0.290455738363807,5.24141833687757,46.4110718525107,-0.313316529645207,5.35165455997777,46.4617407752752,5.2195164,5.2195164,5.14512521,5.30906022248889,-0.3577216500000002,47.10415750710496,-0.33551908982260237,47.246548286637605,5.07525194930747,-0.3720995892651935,46.899479574817484,-0.2079103749616567,5.436501036122569,25.56587324265841,-0.1627326545923131,5.498865216493449,25.68114027232016,-0.2003991660293684,5.473149920270674,25.64024537362866
4.2,903.0,89.9301,2.5788,-1.1201,907.0,75.7434,4.1266,-0.7783,914.0,64.9825,4.3183,-0.3526,926.0,57.6342,5.3455,-0.3256,920.0,50.307147,5.38255,-0.9675,939.0,30.6844,6.584,-0.9902,-4.08948767493732,-0.534106969833374,5.05998471530914,57.9477431881218,-0.309758349229549,5.21237276304119,46.9323091288148,-0.339600889228421,5.32032290701325,46.9937730659765,5.2195164,5.2195164,5.109353045,5.27550831350663,-0.3577216500000002,47.61509281160496,-0.3486612696142988,47.774099117988264,5.03804199038095,-0.42394272825390544,47.40328377385558,-0.2063489610313552,5.415866140019433,26.10849160146552,-0.1614882226153987,5.482716394231909,26.23021935285642,-0.1986094120951224,5.453288979061162,26.18656731859525
4.3,903.0,90.1823,2.4669,-1.1144,907.0,76.1519,4.0439,-0.8623,914.0,65.4126,4.2823,-0.37,926.0,58.1671,5.3109,-0.3642,920.0,50.845402,5.2858,-0.7973,939.0,31.3379,6.4863,-0.9508,-4.19470691949339,-0.55433988571167,5.00455072673798,58.4481982607956,-0.32986898197804,5.18139692811823,47.4504488216266,-0.366047037512995,5.2863628180904,47.5224093477855,5.2195164,5.2195164,5.07358088,5.2406421865452,-0.3577216500000002,48.12245089960496,-0.36188434375650225,48.29816333664279,4.99564771755556,-0.4401407506350008,47.902848545611135,-0.2064957596495814,5.395216564054475,26.64904573666921,-0.1608967497156595,5.466626719260344,26.77768650853104,-0.1971630565431512,5.433572673406847,26.73091040121865
4.4,903.0,90.4235,2.3562,-1.0951,907.0,76.5518,3.9545,-0.91,914.0,65.8389,4.2443,-0.3943,926.0,58.6962,5.2711,-0.4301,920.0,51.373982,5.20607,-0.6831,939.0,31.9818,6.3927,-0.9108,-4.29864429133183,-0.598648548126221,4.94468587192535,58.9426668479881,-0.351285259000107,5.14841002992043,47.9652898246187,-0.393557199803833,5.2497581143391,48.0473851592195,5.2195164,5.2195164,5.037808715,5.20445375216955,-0.5752014999999933,48.62623177110496,-0.3756394249018946,48.81860871185974,4.95163364249206,-0.45862286084649817,48.39801190986034,-0.2073429280843811,5.374482271246037,27.18753067843424,-0.1609279123509172,5.450533928025251,27.32354454089532,-0.1960360989445677,5.41396906351239,27.27328748806461
4.5,903.0,90.6538,2.2503,-1.0196,907.0,76.9427,3.863,-0.905,914.0,66.2613,4.2045,-0.4049,926.0,59.2209,5.2243,-0.5015,920.0,51.894589,5.13776,-0.6108,939.0,32.6166,6.3024,-0.883,-4.39175835164669,-0.642279148101807,4.88045795711517,59.4307126436997,-0.374186455237586,5.11328150402042,48.4766179750207,-0.422509224614257,5.21040239435872,48.5684253986553,4.7845567,5.2195164,4.980288565,5.16688980967936,-0.43495970000000383,49.12426062760496,-0.39011543730710585,49.33529769282767,4.90577135640741,-0.47650913148149954,48.88858904550108,-0.2089183220011697,5.35359043904592,27.72393431394883,-0.161565376215349,5.434377390403716,27.867790106816766,-0.2009246029611277,5.3938766032162775,27.81367977140105
4.6,903.0,90.8741,2.1544,-0.8963,907.0,77.3246,3.7739,-0.8611,914.0,66.6797,4.1635,-0.4193,926.0,59.7407,5.1705,-0.5703,920.0,52.408365,5.07668,-0.5507,939.0,33.2424,6.2141,-0.8726,-4.46612365836839,-0.67505145072937,4.81295281204224,59.9120079249039,-0.398419709789957,5.07586285849666,48.9842042608704,-0.452646063881808,5.16815147189729,49.085240545845,4.7845567,5.2195164,4.936792595,5.12787826594865,-0.43495970000000383,49.61793988710496,-0.5139237819409015,49.84808551942254,4.85812044325926,-0.4903926896824995,49.374401089827,-0.211174386871296,5.332473000358791,28.258237485919068,-0.1627994475597911,5.418097445647737,28.41041384861934,-0.2022380425892772,5.37365279895735,28.35205624150973
4.7,903.0,91.0853,2.0708,-0.7722,907.0,77.6977,3.6895,-0.8126,914.0,67.0939,4.1203,-0.448,926.0,60.2547,5.1098,-0.6399,920.0,52.916033,5.02161,-0.4895,939.0,33.8594,6.1263,-0.8734,-4.51921790818143,-0.705728054046631,4.74238000663757,60.3862459255676,-0.423366197202019,5.03602088751766,49.4878063496222,-0.482981215237515,5.12288686550911,49.597529232396,4.7845567,5.2195164,4.893296625,5.07648588775456,-0.43495969999999495,50.107269549604965,-0.5290913576187961,50.355734108198,4.80908117429101,-0.4983958910581965,49.855309207256106,-0.2139763031452406,5.311075370044266,28.79041490443922,-0.167435522568511,5.401353893390886,28.951386415571267,-0.2037561458437204,5.353277184372978,28.88840274067625
4.8,903.0,91.2887,1.9975,-0.6916,907.0,78.0626,3.6082,-0.8005,914.0,67.5037,4.0745,-0.472,926.0,60.7623,5.0422,-0.707,920.0,53.418194,4.97266,-0.4255,939.0,34.4677,6.0382,-0.8764,-4.55047351628621,-0.742752552032471,4.66810475143433,60.8530564007111,-0.448193467619585,4.99368426779746,49.9871747764019,-0.512275567379929,5.07458874398536,50.1049881067945,4.7845567,4.7845567,4.849800655,5.02357675199268,-0.43495970000000383,50.59224961510496,-0.543738533689897,50.85809178339726,4.75924158518519,-0.5005488611112074,50.33123336577462,-0.2171444318002451,5.289360926864242,29.320436719284647,-0.1725615688227354,5.384097736508613,29.49065899706624,-0.2054633481382338,5.332730849559154,29.422703142372853
4.9,903.0,91.4851,1.9298,-0.6606,907.0,78.4193,3.5259,-0.8324,914.0,67.9088,4.0273,-0.4757,926.0,61.2629,4.969,-0.7521,920.0,53.91546,4.93011,-0.3698,939.0,35.0671,5.95,-0.8771,-4.55882891206518,-0.776696443557739,4.59043510707855,61.3120999114189,-0.472316446402619,4.9488649210355,50.4820612685055,-0.539633899440079,5.02336118724737,50.6073242255192,4.7845567,4.7845567,4.806304685,4.96920289862369,-0.43495969999999495,51.072880083604964,-0.48729679972010054,51.35501207325963,4.70918669907407,-0.4993981740739972,50.80215203568203,-0.2205054848382617,5.267310378380415,29.84827028454688,-0.1781443454060791,5.366283301968005,30.02817804899007,-0.207345054378796,5.311996344121274,29.95493950205688
5.0,903.0,91.6748,1.8642,-0.6492,907.0,78.7676,3.4404,-0.8633,914.0,68.3092,3.9807,-0.4607,926.0,61.7559,4.8927,-0.7689,920.0,54.408471,4.89313,-0.3428,939.0,35.6577,5.8619,-0.8749,-4.54597997396025,-0.78675651550293,4.51175945552826,61.7632758569717,-0.495768759270234,4.90163327639524,50.972224596145,-0.564974165802226,4.96939779730336,51.1042640052496,4.7845567,4.7845567,4.762808715,4.92047321865168,-0.43495970000000383,51.549160955104966,-0.49996693290109917,51.8470593951248,4.65924688166667,-0.4984776244444955,51.268076723848694,-0.2239585655474786,5.244914521825668,30.373881529557185,-0.1823169190221641,5.348051610065789,30.56389479459176,-0.2093875688676408,5.29105758723451,30.485092198624663
5.1,903.0,91.858,1.7993,-0.6471,907.0,79.1073,3.3537,-0.8543,914.0,68.705,3.9362,-0.4347,926.0,62.2413,4.815,-0.7787,920.0,54.897784,4.85885,-0.3508,939.0,36.2395,5.7741,-0.8703,-4.5164695865845,-0.781047821044922,4.43365467342377,62.2066413243141,-0.519057186928547,4.85205640046822,51.4574302361918,-0.588993893531398,4.91290038072314,51.5955540433219,4.7845567,4.7845567,4.719312745,4.87047652536157,-0.43495969999999495,52.02109222960497,-0.511976796765703,52.334107047660964,4.60939911922222,-0.47638443333330116,51.72901663577092,-0.2274992817493995,5.222164593650728,30.897235485331,-0.1869041210566021,5.329361197960129,31.09776543499305,-0.2115780314450791,5.269899784090002,31.01314006719089
5.2,903.0,92.0347,1.7352,-0.631,907.0,79.4385,3.2696,-0.8143,914.0,69.0965,3.8942,-0.4088,926.0,62.7188,4.7352,-0.8127,920.0,55.383669,4.82377,-0.3864,939.0,36.8125,5.687,-0.8612,-4.47388923324827,-0.784761190414429,4.35517855438232,62.6421591797523,-0.542781387618733,4.80015068177536,51.9374453043693,-0.612850246005361,4.85400099137,52.0809541424589,4.7845567,4.7845567,4.675816775,4.819278845685,-0.6524395500000058,52.48867390710497,-0.6326448980026989,52.81603493222946,4.56176067588889,-0.48167759370370433,52.18519270335981,-0.2305569664386098,5.199108897006867,31.41829915986388,-0.1918716301325794,5.310174034946871,31.629742196638404,-0.2139043592036118,5.248509348169641,31.53906052380387
5.3,903.0,92.2052,1.6756,-0.56,907.0,79.7615,3.1896,-0.772,914.0,69.4839,3.8538,-0.4029,926.0,63.1881,4.6498,-0.8885,920.0,55.866046,4.78513,-0.4439,939.0,37.3769,5.6014,-0.8391,-4.41397578536704,-0.812386989593506,4.27393985542297,63.0695531652947,-0.567556902920499,4.74587254301349,52.4120325586707,-0.637869927792819,4.79271596676946,52.5602257391358,4.7845567,4.7845567,4.61057282,4.75601435588473,-0.6524395499999969,52.949731189104966,-0.6126345888964035,53.29163636781793,4.51359291651852,-0.5138968307407943,52.63655199501166,-0.2338621799971627,5.17572267900715,31.93704073866458,-0.2000400308062954,5.290170031866242,32.15975939997906,-0.2220825788264977,5.226301090286992,32.0628010457267
5.4,903.0,92.3702,1.6245,-0.4599,907.0,80.0766,3.1134,-0.7407,914.0,69.8672,3.8117,-0.4424,926.0,63.6483,4.5553,-0.9958,920.0,56.344559,4.74074,-0.5157,939.0,37.933,5.5194,-0.7927,-4.32460561609512,-0.860593318939209,4.18788052352905,63.4883412176476,-0.593847546042147,4.68911685272144,52.8809442439428,-0.665107722251202,4.72892897399018,53.0331186365348,4.349597,4.7845567,4.545328865,4.69475089699509,-0.6524395499999969,53.404264075604964,-0.6262534861255986,53.761111457517444,4.46220323344444,-0.5509489533333056,53.082772318356106,-0.2381153196433471,5.151911147042815,32.45342242996708,-0.2076550064399278,5.269404531222249,32.68773812813348,-0.2302341937538849,5.203277670911603,32.58427998378663
5.5,903.0,92.5306,1.5821,-0.3865,907.0,80.3843,3.0399,-0.7162,914.0,70.246,3.7633,-0.53,926.0,64.0986,4.4496,-1.11,920.0,56.818633,4.68917,-0.5772,939.0,38.4811,5.4432,-0.7212,-4.19641109177169,-0.910403728485107,4.09684015068054,63.8980252327156,-0.621522156279947,4.62973209811722,53.3439174537546,-0.69460126932421,4.66241820176506,53.4993604567113,4.349597,4.7845567,4.48008491,4.63212554838253,-0.43495970000000383,53.85227256660497,-0.6410002596620945,54.224324012355694,4.40710833811111,-0.5751133811110964,53.523483152167216,-0.2434146284621519,5.1275696841966,32.96739647152904,-0.2156042154803958,5.24784410967421,33.2136005601783,-0.2383537901431267,5.17944229189729,33.10341598192707
5.6,903.0,92.6869,1.5441,-0.3736,907.0,80.6847,2.9688,-0.6941,914.0,70.6194,3.7053,-0.6347,926.0,64.5377,4.3334,-1.2065,920.0,57.28755,4.63145,-0.5861,939.0,39.022,5.3748,-0.6378,-4.02820129165128,-0.954971075057983,4.00134304317474,64.2981595370331,-0.649702774599756,4.56757988248923,53.8006754420035,-0.725347237002213,4.59295807483264,53.9586562641946,4.349597,4.349597,4.43658894,4.56802552241632,-0.43495970000000383,54.29593146060496,-0.7324911910011078,54.681126564597335,4.349597,-0.5767243429630042,53.95844285216722,-0.2493864302601422,5.102631041170586,33.4789065077974,-0.2239050711171025,5.225453602562499,33.737265445790136,-0.2406668241132152,5.155375609485969,33.620156876996234
5.7,903.0,92.8393,1.504,-0.4271,907.0,80.9781,2.8995,-0.6802,914.0,70.9866,3.6386,-0.7064,926.0,64.9649,4.2094,-1.2646,920.0,57.750695,4.63145,-0.5225,939.0,39.5565,5.3147,-0.5571,-3.82727164717674,-0.995211839675903,3.90182185920715,64.6883417229538,-0.676975948655878,4.50260960502925,54.2509364025064,-0.755777276783021,4.52042335113242,54.4106985993079,4.349597,4.349597,4.39309297,4.49477640331621,-0.43495969999999495,54.73524075760496,-0.7477062108915966,55.13060420492896,4.2919245657037,-0.557392800740697,54.387635308737586,-0.2554084520032643,5.07709019597026,33.98789256965444,-0.2345704488776112,5.201996557674739,34.258637953802,-0.2430808748484794,5.13106752200112,34.134479033570585
5.8,903.0,92.9873,1.4565,-0.5197,907.0,81.2646,2.8306,-0.6849,914.0,71.3469,3.5683,-0.7058,926.0,65.3794,4.0818,-1.2772,920.0,58.21384,4.63145,-0.4248,939.0,40.0853,5.262,-0.4897,-3.60349282780448,-1.02331209182739,3.79949065002441,65.0682907879562,-0.70208893669263,4.43491201016367,54.6944276035228,-0.784571436481414,4.44484562345411,54.8551831616533,4.349597,4.349597,4.349597,4.42000578222705,-0.43495970000000383,55.17020045760496,-0.6533633657405957,55.57260478315166,4.23618528562963,-0.5300064492593037,54.811253837300555,-0.260914820858785,5.050998713884381,34.49429701514717,-0.2455332127284565,5.177443236401893,34.77760994350583,-0.2455868252189707,5.106508839479224,34.6463578516446
5.9,903.0,93.1303,1.4024,-0.5622,907.0,81.5442,2.7602,-0.7112,914.0,71.7003,3.4992,-0.6828,926.0,65.7813,3.9545,-1.2599,920.0,58.676985,4.63145,-0.3532,939.0,40.6092,5.2149,-0.4472,-3.36617948115902,-1.03641557693481,3.69584909233093,65.4378756971893,-0.724629048816288,4.3647031164944,55.1308979151722,-0.811361248524967,4.36638847980597,55.2918220096339,4.349597,4.349597,4.30610103,4.35466944565299,-0.43495969999999495,55.60081056060496,-0.7428762192625005,56.00807172771696,4.1831846407037,-0.5122858688888954,55.22957230137092,-0.2656966141228437,5.0244290524720965,34.99806840346499,-0.2538718553779485,5.152056050864098,35.29408490786913,-0.2481760816332748,5.081691231315896,35.15576785518436
6.0,903.0,93.2679,1.3511,-0.4614,907.0,81.8165,2.6865,-0.7514,914.0,72.0467,3.4294,-0.7192,926.0,66.1704,3.8289,-1.2439,920.0,59.14013,4.57284,-0.3362,939.0,41.1284,5.1704,-0.437,-3.12406581393619,-1.04128170013428,3.5917209223175,65.7970477894211,-0.744922292658394,4.29224021161277,55.5601219363335,-0.83650637270092,4.28525235495348,55.7203472451292,4.349597,4.349597,4.26260506,4.28038182372674,-0.6524395500000058,56.02707106660496,-0.7554487813505073,56.43610991008963,4.13195605381481,-0.5187297162961979,55.642767906752404,-0.2700243412495783,4.997426618347139,35.49916118700595,-0.2645307185323156,5.125602979010866,35.80796785936288,-0.2508405412119378,5.056607177194703,35.66268277560989
6.1,903.0,93.4012,1.3147,-0.265,907.0,82.0813,2.6086,-0.7931,914.0,72.3859,3.3538,-0.7996,926.0,66.5471,3.704,-1.2458,920.0,59.597414,4.52059,-0.3675,939.0,41.6432,5.1257,-0.4517,-2.88430165137319,-1.05747330188751,3.48597359212875,66.145645148634,-0.763223217901237,4.21774798234693,55.9818967345682,-0.860274671351618,4.20160171768338,56.1405074168976,4.349597,4.349597,4.197361105,4.20483694559169,-0.6524395499999969,56.446807177104965,-0.7673329306757992,56.8565936046488,4.08008308218519,-0.5541708770371034,56.050776214970924,-0.2745512279199534,4.969971495555144,35.99753109270107,-0.2754054373294275,5.098062435277924,36.31915113007732,-0.2593601170333201,5.030671165491371,36.167046692744194
6.2,903.0,93.5318,1.2962,-0.1051,907.0,82.338,2.527,-0.8252,914.0,72.7171,3.2706,-0.8721,926.0,66.9112,3.5785,-1.2549,920.0,60.049473,4.47811,-0.4226,939.0,42.1535,5.0791,-0.4751,-2.65031829327673,-1.08555781841278,3.37741781028748,66.4833869296627,-0.779403767281817,4.14142566055681,56.3960393006239,-0.882425367146453,4.11557425054822,56.5520648419524,3.9146373,3.9146373,4.13211715,4.12810365252411,-0.6524395499999969,56.86001889210497,-0.8545262260731956,57.269403969901205,4.02466599448148,-0.6105545418517977,56.45324281441907,-0.2800457469017596,4.941966920864968,36.49312801352207,-0.2864695322722964,5.069415482050694,36.82752502594374,-0.2678006549225333,5.003891099999118,36.66877480601872
6.3,903.0,93.661,1.2894,-0.0298,907.0,82.5865,2.4431,-0.8383,914.0,73.0397,3.1813,-0.921,926.0,67.2627,3.4526,-1.2535,920.0,60.497284,4.44279,-0.4663,939.0,42.6589,5.0302,-0.4961,-2.4209686653439,-1.10514211654663,3.26690359863281,66.810077289526,-0.793209802098564,4.06348528382863,56.8023878290067,-0.902072353854478,4.02733171383358,56.9547980133357,3.9146373,4.0447179,4.066873195,4.04265102991679,-0.8699194000000032,57.26670621160497,-0.8643497194272998,57.673669072892885,3.9636105402963,-0.6749930159260042,56.8496038684487,-0.2870443214360964,4.913262488721358,36.98588948400138,-0.2997461233327561,5.039440869717418,37.33296784353215,-0.2761593638615965,4.976275163612958,37.16778311919933
6.4,903.0,93.7899,1.2886,0.0138,907.0,82.8267,2.3591,-0.828,914.0,73.3532,3.0882,-0.9508,926.0,67.6018,3.3279,-1.233,920.0,60.941563,4.40917,-0.4748,939.0,43.1594,4.9795,-0.5118,-2.1963367928469,-1.10887932777405,3.15601566585541,67.1256788561115,-0.804225113712006,3.98416430361877,57.2008042593686,-0.917893214573507,3.93712447844813,57.3485104611805,3.9146373,4.0447179,3.979881255,3.95621605797406,-0.6524395500000013,57.66469433710497,-0.8722601497867011,58.069290678690294,3.8961112387037,-0.7345986044443986,57.23921499231908,-0.2957276057512796,4.88368972814623,37.47573709484476,-0.313099983959392,5.008130871321479,37.835346430584096,-0.2902808851628874,4.947247075096669,37.66395923113481
6.5,903.0,93.919,1.2918,0.0488,907.0,83.0585,2.2772,-0.7971,914.0,73.6572,2.9929,-0.9623,926.0,67.9285,3.2066,-1.184,920.0,61.38248,4.37242,-0.463,939.0,43.6548,4.9274,-0.5249,-1.97967260855599,-1.09658789634705,3.0463568762207,67.4303145437336,-0.811414269700695,3.90374179224757,57.5911784385934,-0.928114346763115,3.84533515699078,57.7330439768796,3.9146373,4.0447179,3.9146373,3.86899004299539,-0.6524395499999969,58.05615806710497,-0.8773707158816002,58.45618968298983,3.82265137825926,-0.7845384218519014,57.621480130145,-0.3059272407327848,4.853097004072952,37.96257643145572,-0.3264738196495912,4.975483489356519,38.334527148618,-0.2983189764025445,4.917415177456415,38.15719234376247
6.6,903.0,94.0484,1.2965,0.0456,907.0,83.2823,2.199,-0.7536,914.0,73.9519,2.8998,-0.9087,926.0,68.2434,3.0917,-1.1053,920.0,61.819722,4.33016,-0.478,939.0,44.1462,4.9008,-0.5419,-1.77549975023961,-1.05961561203003,2.9403953150177,67.7243540752354,-0.813960361354583,3.8226003652775,57.9734384751211,-0.931912543170294,3.75252372231447,58.1082963491111,3.9146373,3.74024611,3.849393345,3.78125297140723,-0.6524395500000013,58.44109740160497,-0.8466478365851016,58.83431498013056,3.74419753607407,-0.8248124681480995,57.99589988375241,-0.317348619135884,4.821362142159363,38.446299388767336,-0.3397868646284794,4.941504802893672,38.83037656323051,-0.3062721375775326,4.886787963698661,38.64740250082023
6.7,903.0,94.1782,1.301,0.0438,907.0,83.4985,2.1257,-0.6993,914.0,74.2377,2.8162,-0.7707,926.0,68.5472,2.9847,-1.0283,920.0,62.252738,4.28353,-0.5527,939.0,44.6335,4.8444,-0.5728,-1.5876721494433,-0.997402548789978,2.8406550601387,68.0084195812492,-0.812741456665334,3.74120432914204,58.3475589080353,-0.929947523795565,3.65933246799744,58.4742295959108,3.9146373,3.74024611,3.78414939,3.69658818774872,-0.8699193999999988,58.819512340604966,-0.8456653268977998,59.20397379890543,3.66171628925926,-0.8634755525925986,58.36207151267833,-0.3297027673368604,4.788391865425677,38.926787089146586,-0.3520526168803848,4.906299541205633,39.32276678043548,-0.3141382894470071,4.85537413475396,39.13451060574286
6.8,903.0,94.3088,1.3093,0.1221,907.0,83.7078,2.0592,-0.6199,914.0,74.5157,2.7452,-0.6561,926.0,68.8406,2.883,-0.9967,920.0,62.681091,4.23605,-0.6755,939.0,45.1149,4.7838,-0.6246,-1.41419562847674,-0.93795645236969,2.74685941490173,68.2831055227394,-0.809040678952804,3.65993018347551,58.7135519263829,-0.924507060528731,3.56633771561788,58.8308633674726,3.9146373,3.74024611,3.69715745,3.61202165505894,-0.8699194000000032,59.18922808560497,-0.8429450952644002,59.565175964411324,3.575368734,-0.9037495988888988,58.71960838607833,-0.3429259669885388,4.754099268726823,39.40391164585421,-0.3641054243716631,4.869888998768467,39.811576207434186,-0.3278363270460367,4.822590502049357,39.61840883758303
6.9,903.0,94.4407,1.3291,0.273,907.0,83.9108,2.0024,-0.5066,914.0,74.787,2.6798,-0.6579,926.0,69.1239,2.782,-1.0174,920.0,63.104696,4.18975,-0.8032,939.0,45.5899,4.717,-0.6958,-1.24642932863953,-0.910107493400574,2.65584866556168,68.5486903892956,-0.804183842503436,3.57902611558023,59.0714545379409,-0.917166948360742,3.47388700956501,59.1782520684291,3.9146373,3.43577432,3.61016551,3.5277271455325,-0.8699193999999988,59.55024463660497,-0.8392750391803983,59.91794867896457,3.48499377411111,-0.9440236451851991,59.06810776348944,-0.3570444901638415,4.718394819710439,39.87753635027607,-0.3758975241268369,4.832299246355783,40.2966856196904,-0.3413140426087326,4.788459097788484,40.098961317574926
7.0,903.0,94.5752,1.3617,0.3787,907.0,84.1088,1.9577,-0.3787,914.0,75.0515,2.6104,-0.7358,926.0,69.3969,2.678,-1.0541,920.0,63.523671,4.14195,-0.885,939.0,46.0579,4.6426,-0.7757,-1.07834922139516,-0.908167898654938,2.56503187569618,68.8051935768652,-0.79854990170841,3.49860773132989,59.4213153110739,-0.908883533088048,3.38217031472893,59.516469099902,3.4796776,3.43577432,3.52317357,3.44379964161446,-0.8699193999999988,59.90256199360497,-0.9112512790439986,60.26232864312602,3.39059140959259,-0.9730209585185001,59.4071669044487,-0.3720401632160567,4.681190803388834,40.34751563143103,-0.3874039052746211,4.793558855828321,40.77797852479961,-0.3545709465354774,4.753002003134936,40.576034372621095
7.1,903.0,94.7132,1.399,0.3657,907.0,84.303,1.9249,-0.2734,914.0,75.3087,2.5341,-0.7976,926.0,69.6593,2.5717,-1.0663,920.0,63.937866,4.08668,-0.8993,939.0,46.518,4.5605,-0.8483,-0.908536859597734,-0.899450957775116,2.47508677991867,69.0527022548571,-0.79203414752656,3.41875274115904,59.7631905851898,-0.899542424933112,3.29128196142013,59.845597296044,3.4796776,3.43577432,3.43618163,3.35267451371006,-0.8699193999999988,60.24618015660497,-0.9065807249665037,60.59759609449702,3.29328931374074,-0.9810757677777016,59.73649583582277,-0.3875816498309946,4.642432638405734,40.81369680352076,-0.4007357837010019,4.753485277458221,41.255330731463935,-0.3676068073021479,4.716241322404722,41.04949653889808
