t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL,v4_PERL,Y4_PERL,a5_mpc_base2,v5_mpc_base2,Y5_mpc_base2,a5_mpc_base3,v5_mpc_base3,Y5_mpc_base3,v5_mpc_base2_field_smoothed,v5_mpc_base3_field_smoothed,v5_mpc_base4_field_smoothed,a5_mpc_base2_field_smoothed,Y5_mpc_base2_field_smoothed,a5_mpc_base3_field_smoothed,Y5_mpc_base3_field_smoothed,a5_mpc_base4_field_smoothed,Y5_mpc_base4_field_smoothed,a6_mpc_base4,v6_mpc_base4,Y6_mpc_base4,a6_mpc_base3,v6_mpc_base3,Y6_mpc_base3,a6_mpc_base2,v6_mpc_base2,Y6_mpc_base2
3.9,305,101.8224,6.7355,0.4037,314,89.0214,6.2495,-0.3157,313,80.9364,6.8891,-0.1808,326,67.5652,6.4491,-0.0196,339,52.2178,8.2352,-0.3249,343,38.2381,8.7436,-0.7186,0.003299891691004,0.125961184501648,6.48290310326099,68.0202460468683,-0.261206336962804,7.34217813683164,50.5714053030185,-0.325032321623562,7.5980154361633,51.3987390495699,7.36959549361148,7.5980154361633,7.34826961447742,-0.27824651709379644,51.75613095691219,-0.3250323216236062,52.410419049569896,-0.3023151971436011,51.45728035238538,-0.39305064518815,8.21035611975863,36.0768894469939,-0.37612815078823,8.40419238416086,36.4623610615116,-0.401401904368869,8.25229148132394,36.2047406200399
4.0,305,102.498,6.7776,0.4354,314,89.6449,6.22,-0.2705,313,81.6243,6.8698,-0.2048,326,68.2098,6.4432,-0.0979,339,53.0394,8.1971,-0.4366,343,39.1089,8.6721,-0.7078,0.004824683713847,0.020279373973608,6.48493104065835,68.6687391509342,-0.266716842722154,7.31605750313536,51.3030110533321,-0.318425498446794,7.56551220400094,52.15529026997,7.3417708419021,7.56551220400094,7.31803809476306,-0.2737764886385996,52.490308041102395,-0.3184254984467927,53.166970269969994,-0.2940207744472989,52.189084161861686,-0.382143436325205,8.17214177612611,36.8960143417881,-0.367553702786401,8.36743701388222,37.3009425314138,-0.389893175477322,8.21330216377621,37.0280203022949
4.1,305,103.178,6.8215,0.4413,314,90.2657,6.1951,-0.2253,313,82.3102,6.8482,-0.2237,326,68.8535,6.4313,-0.1395,339,53.8567,8.1473,-0.5609,343,39.9725,8.6016,-0.6983,0.013103322923965,-0.055013842880726,6.47942965637028,69.3166821165712,-0.273119516296134,7.28938581886314,52.0319496352184,-0.313901464012893,7.53366965415626,52.9086572353856,7.31439319303824,7.53366965415626,7.28863601731833,-0.27236701355540127,53.22174736040621,-0.3139014640129023,53.92033723538562,-0.2880409655502003,52.91794776359352,-0.372197543343646,8.13492202179174,37.711367531684,-0.359564587666136,8.33148055511561,38.1358884098637,-0.379271113163096,8.1753750524599,37.8474541631067
4.2,305,103.8623,6.8646,0.4179,314,90.8841,6.1747,-0.1796,313,82.9939,6.8248,-0.2419,326,69.4959,6.4164,-0.1587,339,54.6683,8.0861,-0.6632,343,40.8292,8.5319,-0.6923,0.025586494966284,-0.10338195413351,6.46909146095693,69.9635912626669,-0.278426638049459,7.26207386723353,52.7581570219417,-0.310389995097022,7.50227950775497,53.6588851861611,7.2871564916827,7.50227950775497,7.25983192076331,-0.2730077575117029,53.95046300957449,-0.3103899950970046,54.67056518616111,-0.2839404625650044,53.643930955669845,-0.363229212231956,8.09859910056855,38.523043587802,-0.352200600548122,8.2962604950608,38.9672754623725,-0.36959963036237,8.13841508942367,38.6631436702009
4.3,305,104.5508,6.9046,0.3786,314,91.5008,6.1591,-0.1318,313,83.6751,6.7996,-0.2603,326,70.1367,6.3999,-0.1715,339,55.4735,8.0165,-0.7282,343,41.6789,8.4627,-0.6886,0.039702058449782,-0.136021122336388,6.45548934872329,70.6091401975392,-0.282430154896667,7.23423120342858,53.4815801422846,-0.307371359939249,7.47124050824527,54.4060092369857,7.25985571593153,7.47124050824527,7.23143787450681,-0.27497542092450367,54.676448581167634,-0.30737135993919473,55.41768923698564,-0.2812609535757993,54.367074743120526,-0.355216678222854,8.06307743274626,39.3311274144678,-0.345449461291065,8.26171554893169,39.7951742645721,-0.360891725766585,8.10232591684701,39.4751807205144
4.4,305,105.243,6.9408,0.342,314,92.1162,6.1484,-0.0813,313,84.3537,6.7725,-0.2784,326,70.7758,6.3821,-0.1829,339,56.2714,7.9418,-0.7672,343,42.5218,8.3939,-0.6847,0.05413672775948,-0.161053448915481,6.43938400383174,71.2530785979224,-0.284785179444689,7.20598818793891,54.2021789610785,-0.304449944921945,7.44050337225135,55.1500595742108,7.23235817383908,7.44050337225135,7.20331177914923,-0.27756520453329436,55.39968439855154,-0.3044499449219984,56.16173957421077,-0.2795461193827009,55.08740592103544,-0.348109948096853,8.02826643793658,40.1356946080019,-0.339276607085204,8.22778788822317,40.6196494364299,-0.353127104149423,8.06701320643206,40.2836476766784
4.5,305,105.9388,6.9743,0.3255,314,92.7308,6.1428,-0.0302,313,85.0295,6.7437,-0.2948,326,71.4131,6.3632,-0.1938,339,57.0616,7.8632,-0.8049,343,43.3577,8.3255,-0.6789,0.068572556442726,-0.176298886537552,6.42175411517799,71.8952540094402,-0.286134415057946,7.17750966999444,54.9199299280779,-0.301624880339866,7.41005837775915,55.8910654119867,7.20460165338575,7.41005837775915,7.17535716721096,-0.28021906903660465,56.12014456389012,-0.3016248803398014,56.902745411986686,-0.2783593397558004,55.80494163775654,-0.341836406685997,7.99408279726798,40.9368120697621,-0.333632361337512,8.19442465208942,41.4407600634455,-0.34625502145696,8.03238770428637,41.0886177222143
4.6,305,106.6379,7.0078,0.343,314,93.345,6.1421,0.0159,313,85.7023,6.7134,-0.3088,326,72.0484,6.3433,-0.2039,339,57.8438,7.7804,-0.8517,343,44.1869,8.2579,-0.6707,0.082896487261255,-0.186650648713112,6.40308905030668,72.5355629144709,-0.286997756794507,7.14889622848865,55.6348195509268,-0.298987138588935,7.37989588972517,56.6290550009592,7.17657974648209,7.37989588972517,7.14752123323538,-0.2824649987200001,56.83780253853833,-0.29898713858900194,57.6407350009592,-0.2773103633957952,56.51969376108008,-0.336309103031473,7.96045188696483,41.7345388039738,-0.328471772605845,8.16157747482883,42.2585601697914,-0.340203145586957,7.99836738972767,41.890155476915
4.7,305,107.3405,7.0446,0.3899,314,93.9594,6.1456,0.0539,313,86.3721,6.6815,-0.326,326,72.6817,6.3225,-0.2128,339,58.6175,7.6933,-0.8912,343,45.0094,8.1912,-0.6599,0.097113039483316,-0.194867074489594,6.38360234285772,73.1739231487566,-0.287591765259512,7.1201964528092,56.3468391962077,-0.296638560334255,7.34999717586627,57.3640547185458,7.14833324661009,7.34999717586627,7.1197901968958,-0.28403868646549313,57.55263586319934,-0.29663856033420366,58.37573471854583,-0.2760650816350996,57.23167278076966,-0.331431349766548,7.92730875198818,42.5289268359214,-0.323758582402419,8.12920161658859,43.0730991243623,-0.334882708609995,7.96487911886667,42.6883178023447
4.8,305,108.047,7.0862,0.4391,314,94.5743,6.1527,0.0877,313,87.0385,6.6472,-0.3563,326,73.3128,6.3007,-0.2208,339,59.3824,7.6039,-0.8981,343,45.8252,8.1257,-0.646,0.111099139474264,-0.205704316496849,6.36303191120803,73.8102263398774,-0.287734340467496,7.09143727628325,57.055982923836,-0.294621495199992,7.32033331983285,58.0960880505291,7.11992937796354,7.32033331983285,7.09218368873229,-0.2846358006086014,58.264628800995695,-0.2946214951999959,59.10776805052912,-0.2743601431254028,57.94089114964288,-0.327103951513147,7.89459835683686,43.3200221913627,-0.31946506909425,8.09725510967917,43.8844219606757,-0.330199384407692,7.9318591804259,43.4831547173093
4.9,305,108.7579,7.1313,0.4609,314,95.1901,6.1634,0.1246,313,87.7013,6.6091,-0.4022,326,73.9418,6.2782,-0.2286,339,60.1383,7.5155,-0.8703,343,46.6346,8.0618,-0.6292,0.124570896641971,-0.215865522623062,6.34144535894573,74.444370875772,-0.287266813450396,7.0626638422365,57.7622493080597,-0.293034466292392,7.29087117031285,58.8251751675604,7.09146579790268,7.29087117031285,7.06474767441975,-0.2842113702098015,58.973775380785966,-0.29303446629239893,59.8368551675604,-0.2720046510096985,58.647365917084855,-0.323227664446774,7.86227559039218,44.1078658887241,-0.315568504988822,8.06569825918029,44.6925696291187,-0.326051100817493,7.89925407034415,44.2747103798478
5.0,305,109.4733,7.1765,0.4395,314,95.8072,6.178,0.1676,313,88.3601,6.5662,-0.4506,326,74.5685,6.2549,-0.2369,339,60.8856,7.4305,-0.8297,343,47.4377,7.9997,-0.6093,0.136633879317466,-0.225898325443268,6.3188555264014,75.0762564284121,-0.285911563481284,7.03393716089146,58.4656430241488,-0.291865817359629,7.26156772368361,59.5513319399288,7.0630446608817,7.26156772368361,7.03754720931878,-0.2826668828804024,59.680079846874136,-0.29186581735960004,60.56301193992876,-0.26888752508900104,59.35112063801674,-0.319707176079904,7.83030487278419,44.892494911883,-0.312053514166972,8.03449290776359,45.4975791874658,-0.322341070242918,7.86701996331986,45.063024081531
5.1,305,110.193,7.2176,0.3805,314,96.4259,6.1971,0.2107,313,89.0144,6.5194,-0.4807,326,75.1943,6.2625,-0.2459,339,61.6246,7.3492,-0.7968,343,48.2346,7.9399,-0.5844,0.146960957344945,-0.235887691378593,6.29526675726354,75.7057831041385,-0.284027407922717,7.00534600454333,59.1661776246032,-0.291141695485791,7.23238114194765,60.2745700541235,7.03477797259366,7.23238114194765,7.01065845680988,-0.27995875654400315,60.383557644133504,-0.2911416954858037,61.28625005412353,-0.26497116632659967,60.052186483697724,-0.316449177251074,7.79865995505909,45.6739431532751,-0.308906153389918,8.0036022924246,46.2994839474753,-0.318974381812729,7.83512252513859,45.8481312059539
5.2,305,110.9165,7.2522,0.3092,314,97.0468,6.22,0.245,313,89.6639,6.4709,-0.4845,326,75.8193,6.2374,-0.2524,339,62.3556,7.2705,-0.7776,343,49.0258,7.8828,-0.554,0.127850639730625,-0.272810459136963,6.26798571134984,76.3325816752735,-0.27968777186945,6.97694326375106,59.8638719509783,-0.290136798336916,7.20326697239907,60.9948967513634,7.00678209693926,7.20326697239907,6.98416134017722,-0.27596221484549766,61.08423585382742,-0.29013679833689743,62.00657675136344,-0.2602891995245038,60.750602617715444,-0.313364204927318,7.76732353456635,46.4522423277564,-0.306115617460139,7.97299073067858,47.0983135986304,-0.315860329376865,7.8035364922009,46.6300641568209
5.3,305,111.6431,7.2805,0.254,314,97.6701,6.2457,0.2675,313,90.3086,6.4225,-0.4779,326,76.4418,6.2122,-0.2483,339,63.0788,7.1933,-0.7676,343,49.8114,7.8288,-0.5247,0.135781398239575,-0.247741088271141,6.24321160252273,76.9569028355257,-0.273757903663175,6.94897448656411,60.5587693996347,-0.288737145956782,7.17425329256538,61.71232208062,6.97918587545471,7.17425329256538,6.95813242022477,-0.27071182999339527,61.782154441372896,-0.28873714595680333,62.72400208061997,-0.2549313432398925,61.446415859737925,-0.310366416000462,7.73628689296631,47.227422849133,-0.303636803550708,7.94262705032351,47.8940944876805,-0.312907766154412,7.77224571558546,47.4088532672102
5.4,305,112.3724,7.3047,0.2282,314,98.296,6.2732,0.2796,313,90.9484,6.3738,-0.4921,326,77.0618,6.1884,-0.2253,339,63.7943,7.1167,-0.7651,343,50.5916,7.7768,-0.5121,0.143323360420159,-0.253190755844116,6.21789252693832,77.5786920882196,-0.265440794273491,6.9215986961978,61.2509292692545,-0.286340038896036,7.1453795779697,62.426860038417,6.95211469245537,7.1453795779697,6.93263928590078,-0.26417767304830697,62.477365910618445,-0.28634003889609794,63.438540038416946,-0.24903151327200668,62.13967978832801,-0.307376970849477,7.70554919588136,47.9995146535754,-0.301422303325165,7.912484819991,48.6868500811963,-0.3100329968413,7.74124241590133,48.1845276737846
5.5,305,113.104,7.3277,0.23,314,98.9248,6.3015,0.2822,313,91.5831,6.3218,-0.5433,326,77.6796,6.1677,-0.1848,339,64.5021,7.0398,-0.7722,343,51.3667,7.7246,-0.529,0.148996352210014,-0.221489638090134,6.1957435631293,78.1982664445325,-0.254995789744306,6.89505461677045,61.9404347309315,-0.282607027065168,7.11674557408009,63.1385345958249,6.92569692515054,7.11674557408009,6.90773613457358,-0.2564564948579928,63.169935603133496,-0.28260702706510266,64.15021459582495,-0.24274370586709892,62.83045340178536,-0.304325821978175,7.67511661368354,48.7685479440537,-0.299398022634413,7.88254501772756,49.4766015730822,-0.307155894620569,7.71052682643928,48.9571161359016
5.6,305,113.838,7.3519,0.2525,314,99.5563,6.3294,0.2743,313,92.2124,6.2635,-0.6151,326,78.2956,6.1515,-0.1373,339,65.2022,6.9616,-0.7922,343,52.1364,7.6695,-0.5708,0.150025234252297,-0.184266045689583,6.17731695856034,78.8159981403885,-0.242172456373447,6.86955503779602,62.6273902347111,-0.277166241640129,7.08848487137358,63.8473830829623,6.90005127566474,7.08848487137358,6.88346176398687,-0.24771817214780611,63.85994073069996,-0.27716624164019876,64.85906308296231,-0.2362270292816948,63.518799578184044,-0.301156650893462,7.6450009485942,49.5345538221675,-0.297477547698042,7.85279726295775,50.2633686871164,-0.304206052189247,7.68010622122035,49.7266477882846
5.7,305,114.5745,7.379,0.2886,314,100.1906,6.3561,0.2554,313,92.8355,6.1986,-0.6764,326,78.9102,6.14,-0.0921,339,65.8943,6.8807,-0.8278,343,52.9004,7.61,-0.617,0.143853236776014,-0.142864808440208,6.16303047771632,79.4323011881602,-0.229243523422678,6.84533779215867,63.311924013927,-0.27044833172858,7.06076824720956,64.5534599076833,6.87527945844996,7.06076824720956,6.8598390610587,-0.23825435976569942,64.54746867654497,-0.2704483317284989,65.56513990768327,-0.22962911173050493,64.20478348428992,-0.297829824770451,7.61521796611715,50.2975647679031,-0.295560895657655,7.82324117339199,51.0471706089339,-0.301125918654131,7.64999362935494,50.4931527808134
5.8,305,115.314,7.4102,0.3316,314,100.8274,6.3806,0.2326,313,93.4519,6.1292,-0.7051,326,79.5238,6.1329,-0.0479,339,66.5781,6.7953,-0.8795,343,53.6582,7.5468,-0.6437,0.12987117745909,-0.105460256338119,6.15248445208251,80.0475496333684,-0.215716038862553,6.8224134398164,63.9941653579086,-0.262300190743239,7.03372341403671,65.2568322490869,6.85145402247339,7.03372341403671,6.83687614988565,-0.22838051487039657,65.2326140787923,-0.26230019074329647,66.26851224908694,-0.22308558637529785,64.88847109927849,-0.29432794543534,7.58578517157362,51.0576149247876,-0.293575345226118,7.79388363886937,51.828026849547,-0.297876320677817,7.62020599728715,51.2566627621455
5.9,305,116.0568,7.4457,0.3774,314,101.4666,6.4037,0.2262,313,94.0613,6.0589,-0.6938,326,80.137,6.1305,-0.0006,339,67.2531,6.7042,-0.9438,343,54.4097,7.4826,-0.6376,0.10885249266812,-0.065081790089607,6.14597627307355,80.6621472606758,-0.202801380374411,6.80084183593015,64.6742495415016,-0.253165715083395,7.00749339496238,65.9575815885832,6.82861597098635,7.00749339496238,6.81456759124812,-0.21864284190420413,65.91547567589093,-0.25316571508340324,66.96926158858318,-0.21671603009090212,65.5699278584033,-0.290657521374896,7.55671941943613,51.8147401543381,-0.291444515982655,7.76473918727111,52.605957990854,-0.294436677203769,7.59076232956678,52.0172111784882
6.0,305,116.8034,7.4862,0.4286,314,102.1082,6.4278,0.2531,313,94.6638,5.9913,-0.6517,326,80.7501,6.1326,0.0425,339,67.9186,6.6066,-1.0088,343,55.1548,7.4202,-0.6068,0.081577232771967,-0.019309319555759,6.14404534111798,81.2765517947876,-0.191145263638263,6.78056169789271,65.3523057112909,-0.243613349657754,6.98217682345404,66.6557992709286,6.80675168679593,6.98217682345404,6.79289598823903,-0.20950019341029247,66.59615084457052,-0.24361334965769643,67.66747927092858,-0.21062688088029802,66.2492174572272,-0.286850262525913,7.52803439318354,52.5689778449691,-0.289118647476983,7.73582732252341,53.3809863163437,-0.290815921174988,7.56168073744928,52.774833331839
6.1,305,117.5543,7.5324,0.4935,314,102.7524,6.4558,0.3055,313,95.2598,5.9286,-0.5959,326,81.3637,6.1378,0.0615,339,68.5741,6.5035,-1.0546,343,55.8939,7.361,-0.5745,0.049405448014803,0.017288688570261,6.145774209975,81.8911292157851,-0.181809627277917,6.76144717152888,66.0284504284438,-0.234489280397891,6.95781548848827,67.3515808197774,6.7858016674549,6.95781548848827,6.771833300151,-0.2014177308762033,67.274731011316,-0.2344892803979004,68.36326081977741,-0.20491029768409774,66.9264007872423,-0.282957558041073,7.49973863737943,53.3203664964973,-0.286579505117565,7.70716937201165,54.1531361510705,-0.287046383523403,7.53297609909694,53.5295661736663
6.2,305,118.3102,7.5859,0.5726,314,103.3996,6.4892,0.3586,313,95.8498,5.8716,-0.5384,326,81.9777,6.143,0.0409,339,69.2192,6.3977,-1.0615,343,56.6271,7.3041,-0.5606,0.014246040418438,0.022960070520639,6.14807021702707,82.5059362374878,-0.175415114074692,6.74326620880109,66.7027770493239,-0.226576838204787,6.93436656044848,68.0450174758223,6.76565989436728,6.93436656044848,6.75134227038259,-0.19470129713430318,67.95129700075275,-0.22657683820479946,69.05669747582225,-0.199643912114702,67.60153501428056,-0.279044545431361,7.47183418283629,54.0689451375081,-0.283852852505583,7.67878408676109,54.9224338240091,-0.283182870705321,7.50465781202641,54.2814478692224
6.3,305,119.0719,7.6473,0.6507,314,104.0504,6.5271,0.3949,313,96.4344,5.8203,-0.4823,326,82.5921,6.1444,-0.0137,339,69.8537,6.2933,-1.0264,343,57.3547,7.2474,-0.5704,-0.020672403429765,0.002025177702308,6.1482727347973,83.1207635109675,-0.172573369241607,6.72572469739362,67.3753495190633,-0.220608660543367,6.911708876628,68.7361883634851,6.74618976465385,6.911708876628,6.73137787917112,-0.18952810922569618,68.62591597721813,-0.2206086605433999,69.74786836348505,-0.19488377076860353,68.27467280219767,-0.275177963429399,7.44431638649335,54.8147526659745,-0.281002975284917,7.6506837892326,55.6889072178088,-0.279293188309785,7.47672849319543,55.0305171844835
6.4,305,119.84,7.7154,0.707,314,104.7052,6.5681,0.421,313,97.0142,5.7746,-0.4262,326,83.2063,6.1396,-0.0804,339,70.4781,6.1934,-0.9732,343,58.0765,7.1889,-0.5962,-0.051580961119527,-0.045479729771614,6.14372476182014,83.7351359871495,-0.173188770229685,6.70846736046946,68.0461962551102,-0.21692968081778,6.88964801057366,69.4251531645424,6.72723695373128,6.88964801057366,6.71188950209426,-0.18570511770570342,69.29863967259125,-0.21692968081770125,70.43683316454242,-0.19065885992329612,68.9458617524071,-0.271417292022289,7.41717465729112,55.5578272181638,-0.278128122299848,7.62287097700262,56.4525849561206,-0.275450787428529,7.44918341445257,55.7768127798659
6.5,305,120.6152,7.7874,0.7282,314,105.3642,6.6121,0.455,313,97.5896,5.7344,-0.3735,326,83.8197,6.1285,-0.1402,339,71.0926,6.0978,-0.9384,343,58.7924,7.1276,-0.627,-0.075735422584205,-0.096311628818512,6.13409359893828,84.3485453470434,-0.176533706399178,6.69114848344649,68.7153111034549,-0.215372199788786,6.86795504249189,70.1119486687916,6.70866644196071,6.86795504249189,6.69282361610193,-0.1830303804248956,69.96950631678733,-0.21537219978879918,71.12362866879161,-0.18696287064110528,69.6151441140173,-0.267806749878434,7.39039398230328,56.2982056501435,-0.275338972807093,7.59533707972191,57.2134953589568,-0.2717152000415,7.42201189444842,56.520372545311
6.6,305,121.3976,7.86,0.7179,314,106.0278,6.6603,0.5028,313,98.1613,5.6987,-0.3375,326,84.4317,6.1122,-0.1832,339,71.6977,6.0039,-0.9405,343,59.5019,7.0634,-0.654,-0.092602820035989,-0.146039888262749,6.11948961011201,84.9604943080546,-0.181115018582626,6.67349511280657,69.3826606147355,-0.215244888645082,6.84641782251301,70.7965904510429,6.69036340391822,6.84641782251301,6.67412732903782,-0.18119522169550706,70.63854265717916,-0.21524488864510083,71.8082704510429,-0.18375339456649264,70.28255684692107,-0.264374402228522,7.36395654208043,57.0359231763627,-0.272731832423554,7.56806389647955,57.9716654077669,-0.26813242746602,7.39519865170182,57.2612330726185
6.7,305,122.1871,7.9307,0.6922,314,106.6965,6.7132,0.55,313,98.7295,5.6651,-0.3305,326,85.042,6.093,-0.1996,339,72.2933,5.9085,-0.9679,343,60.2049,6.9969,-0.6731,-0.10317693798054,-0.18834725022316,6.10065488508969,85.5705597965635,-0.185267389378834,6.65538361094831,70.0481989758304,-0.215558777950595,6.8248933336485,71.4790797844078,6.67224388174867,6.8248933336485,6.65575198958117,-0.17990361116839715,71.30576704535402,-0.21555877795059963,72.49075978440776,-0.1809517759694046,70.94813204587919,-0.261132219840761,7.33784332009635,57.7710131694715,-0.270362627088639,7.54102763377069,58.7271199842794,-0.264730156451669,7.36872563605666,57.9994292870064
6.8,305,122.9836,7.9988,0.6639,314,107.3707,6.7699,0.5782,313,99.2943,5.6312,-0.3444,326,85.6503,6.0738,-0.1801,339,72.8793,5.8105,-0.9925,343,60.9012,6.9288,-0.6845,-0.11053165624308,-0.209296882152557,6.07972519687444,86.178532316251,-0.187190616702799,6.63685687201043,70.7118846630314,-0.215182662209571,6.80333745585344,72.1594135299931,6.65425352063183,6.80333745585344,6.63765681198423,-0.1789039357189992,71.9711923974172,-0.21518266220960314,73.1710935299931,-0.17845081776229677,71.61189772707762,-0.258079519357426,7.31203536816061,58.5035071038844,-0.268233789370749,7.51420425483362,59.4798815787096,-0.261519469368238,7.34257368911983,58.7349942532652
6.9,305,123.7867,8.064,0.6357,314,108.0506,6.8283,0.5829,313,99.8557,5.596,-0.356,326,86.2569,6.0583,-0.1283,339,73.4554,5.7113,-0.9924,343,61.5906,6.8599,-0.6907,-0.11843108787775,-0.193997412919998,6.06032545558244,86.7845648618092,-0.186293928774283,6.61813781034015,71.3736984440654,-0.213407776707148,6.78181918963248,72.8375954489564,6.63636312705993,6.78181918963248,6.619811730208,-0.1780324565231961,72.63482871012319,-0.2134077767071041,73.84927544895635,-0.17611989863730138,72.27387890009841,-0.255206636542954,7.28651470450632,59.2334346075177,-0.266289702813161,7.4875752845523,60.2299705556789,-0.258498099477059,7.31672387917213,59.4679591316798
7.0,305,124.5962,8.1264,0.6075,314,108.7363,6.8863,0.5713,313,100.4135,5.5609,-0.3428,326,86.8623,6.0487,-0.062,339,74.0216,5.6135,-0.9657,343,62.2732,6.7905,-0.6945,-0.13108845759455,-0.155631691217422,6.0447622864607,87.3890410904553,-0.18261463435119,6.59950841746272,72.0336492858117,-0.209933378725648,6.76047841196177,73.5136432901525,6.61855988140761,6.76047841196177,6.60219974034427,-0.17716336183170256,73.29668469826395,-0.2099333787256974,74.52532329015253,-0.17381583769700448,72.93409887413284,-0.252497571986261,7.26126494730769,59.9608235901084,-0.264441509840469,7.46113113356825,60.9774058765849,-0.2556557766337,7.29115830150876,60.1983532407139
7.1,305,125.4118,8.186,0.5803,314,109.4278,6.9427,0.5508,313,100.968,5.5288,-0.2958,326,87.467,6.0454,-0.0046,339,74.5782,5.519,-0.9245,343,62.9487,6.7208,-0.6963,-0.150398519158948,-0.10606075823307,6.03415621063739,87.992456711519,-0.17693754783908,6.5812469540276,72.6917739812144,-0.204999814272312,6.7394850740892,74.1875917975615,6.60084354522444,6.7394850740892,6.58481815657457,-0.1761691710759994,73.95676905278638,-0.20499981427230196,75.19927179756145,-0.17138754625619868,73.5925806897903,-0.249930360794852,7.2362719112282,60.6857004330352,-0.262589883671363,7.43487214520112,61.7222060405234,-0.252976631718515,7.2658606383369,60.9262041877062
7.2,305,126.2333,8.2427,0.5511,314,110.1247,6.9968,0.5245,313,101.5196,5.5027,-0.2248,326,88.0716,6.0464,0.024,339,75.1256,5.4288,-0.8799,343,63.6173,6.651,-0.6947,-0.175738763661405,-0.064514584839344,6.02770475215345,88.5952271867344,-0.170813197335009,6.56355319924369,73.3481293011388,-0.199353597197224,6.71898509266197,74.8594903068277,6.58322662811684,6.71898509266197,6.56767940194895,-0.174890133285297,74.61509171559807,-0.19935359719720047,75.87117030682765,-0.16868051222379776,74.24934862998519,-0.247476853259112,7.21152422590229,61.4080902398917,-0.260653628989553,7.40880678230216,62.4643899868986,-0.250439366124036,7.2408167017245,61.6515380547092
7.3,305,127.0602,8.2961,0.5134,314,110.827,7.0479,0.4925,313,102.0689,5.4839,-0.1489,326,88.6763,6.0484,0.0161,339,75.6642,5.343,-0.8359,343,64.279,6.5817,-0.6883,-0.203990847731968,-0.04743792116642,6.02296096003681,89.1975232827381,-0.16582884292065,6.54647187951019,74.0027764890898,-0.193872983320899,6.69904973294225,75.5293952801219,6.56573761478831,6.69904973294225,6.55081135072657,-0.1731727543873074,75.2716654770769,-0.19387298332089742,76.54107528012189,-0.1655362590087961,74.90442976505784,-0.245103094772804,7.18701391642501,62.1280171470081,-0.258595099526153,7.38294727234955,63.2039776896311,-0.248015779547593,7.21601512376974,62.3743796459839
7.4,305,127.8923,8.3454,0.4685,314,111.5342,7.0958,0.46,313,102.6167,5.4726,-0.0761,326,89.2811,6.0482,-0.0185,339,76.1945,5.2617,-0.7917,343,64.9337,6.5133,-0.6763,-0.23112912845577,-0.049346253275871,6.01802633470922,89.799325916209,-0.163013327635938,6.52988899521813,74.6557653886116,-0.189236063327478,6.67966243461016,76.1973615235829,6.54842033934958,6.67966243461016,6.53425772482569,-0.1708953111684952,75.92650751101186,-0.18923606332750254,77.2090415235829,-0.16178600832260415,75.55785553754042,-0.242771912467418,7.16273672517827,62.8455046790883,-0.256424791216291,7.35730479322792,63.94099029291,-0.245671418273631,7.19144798194238,63.0947528012695
7.5,305,128.7291,8.3907,0.4342,314,112.246,7.1409,0.4369,313,103.1638,5.4686,-0.0027,326,89.8858,6.0444,-0.0573,339,76.7168,5.1848,-0.7464,343,65.5817,6.4464,-0.6598,-0.253410979697449,-0.072926715016365,6.01073366320759,90.4003992825298,-0.162252671915827,6.51358766245453,75.3071241548571,-0.185625582604633,6.66073882827741,76.8634354064106,6.53133080823273,6.66073882827741,6.51807912399343,-0.168029061269106,76.57964059183513,-0.18562558260459383,77.87511540641064,-0.15510976504859997,76.20966344993975,-0.240445584852417,7.13869216669303,63.5605761236818,-0.254188309674473,7.33188596226047,64.6754498306844,-0.243367547498819,7.16711122719249,63.8126807617263
7.6,305,129.5703,8.4341,0.4303,314,112.9623,7.1847,0.4343,313,103.7108,5.4722,0.0736,326,90.4899,6.0376,-0.0782,339,77.2316,5.1125,-0.7001,343,66.2231,6.3812,-0.6407,-0.268984882301014,-0.096028730273247,6.00113079018026,91.0005123615478,-0.162464290702623,6.49736239526295,75.9568603943834,-0.182758506291921,6.64217627001695,77.5276530334123,6.51452790210582,6.64217627001695,6.50256814748857,-0.1645635568832926,77.23109338204571,-0.18275850629190238,78.53933303341233,-0.1457259008205014,76.85992026468861,-0.238087725216779,7.11488339417135,64.2732549017251,-0.251938481938271,7.30669211406664,65.4073787345008,-0.241066295977414,7.14300459759475,64.5281865529657
7.7,305,130.416,8.4786,0.4567,314,113.683,7.2295,0.4574,313,104.2586,5.4834,0.1495,326,91.0932,6.03,-0.0734,339,77.7395,5.0449,-0.6527,343,66.858,6.3181,-0.6184,-0.277853894660455,-0.105534508824348,5.99057733929783,91.5995700954776,-0.162223850703773,6.48111596619269,76.6049719910027,-0.180084661498838,6.62390041938776,78.1900430753511,6.49807154641749,6.62390041938776,6.48799555740652,-0.1604834839535041,77.88090053668746,-0.18008466149890268,79.20172307535111,-0.13391778994419568,77.50871982042926,-0.2356622511012,7.09131716906123,64.9835649298867,-0.249710453150621,7.28172106875158,66.1367993936417,-0.238731541457578,7.119131443449,65.2412933550178
